Date (UTC),Tx Hash,Block,Gas (ETH),Gas (USD),APY Before %,APY After %,APY Δ (pp)
24-10-2025 22:34,0xf1c4de424ed2e7ae39135dba14b99158aed49b1a961989dc276a0d2d4c165524,23650333,0.0004581038621504,1.8043107766588304,0.0,0.0,0.0
28-10-2025 20:55,0x8b2aee777d9178ec7644d157abff244bc1d82c23e0a532fdde5218fe84a86e50,23678429,0.000542373702961,2.153275009500315,0.0,3.329178548503785,3.329178548503785
30-10-2025 01:27,0x1ae4e2f5aa507550f60f2d4413622fc962632726bbe9753a84332141c02ca800,23686924,0.000532911726288748,2.0875309324071987,3.6220401408809635,3.9077482238871153,0.2857080830061518
30-10-2025 13:45,0x3c943956d60a316ac34fbfa87b4f615beed4f886106424e8188ff87be004a3b0,23690589,0.001397560984567321,5.291522789708312,3.6942056486626407,3.8860871486269715,0.1918814999643308
30-10-2025 15:04,0x7715ddd781b17745d22bf709e624c6c840ddf63acf38662f5b7459211cfede00,23690977,0.00096315810970098,3.6485296037771855,3.2242017890981316,3.3461353561932854,0.1219335670951538
30-10-2025 15:48,0xdd72248792c953bc06bf0807504d6933d53f1679f0f08de9d6473ec47b63943e,23691196,0.001422794205933912,5.3696651714323504,1.5988876185938716,3.3177451093147563,1.7188574907208847
31-10-2025 00:59,0x46f3bb5a3ecc15f8e51d1793b3509f0cbccba3791de5497447799acc10019fd6,23693921,0.00078683257044192,3.0126838461315275,3.605695174859852,4.341530329210215,0.7358351543503634
31-10-2025 01:03,0x8da4ee50274185498ec14a3158a8e51a2ad7fbe72d8812d00848d000efb2aac6,23693939,0.00079428803843916,3.041229903888161,3.44169813285782,3.6953466752084343,0.2536485423506143
31-10-2025 04:15,0x171f88dabcf8980de48c09b865c7cfbdc920b005c083c38904dac90460df0577,23694897,0.0005443514821297,2.098812461528914,3.5360434326203225,3.703846950399924,0.16780351777960156
