Date (UTC),Tx Hash,Block,Gas (ETH),Gas (USD),APY Before %,APY After %,APY Δ (pp)
01-10-2025 21:33,0xa1f3b66440250f74a332d8870238662a3dddaf7c6fc1e887c47e4d8aa06c5a1f,23485651,0.0005117565182686,2.2156528910769997,5.694809033248724,5.812697887736837,0.1178888544881129
01-10-2025 22:02,0x8087c1944c13b88d84d6ab82dd3d0a73cb242d78c2725dad2e02856edb796f88,23485797,0.0005115362704782,2.2031226771254087,5.129406711677404,5.441007210826159,0.3116004991487555
01-10-2025 22:49,0x1cabaf158daeeccfbcab0e28c64440f20e54ceb3ef7eebf89cbdc8fc3dba566b,23486030,0.000505529225978,2.1888199028962187,5.42446006953607,5.957623045968072,0.5331629764320018
02-10-2025 00:41,0x56b981fbf9e74c869373b9fcadc3e9502318fa02b53f293af08dc3d7861bf5c8,23486592,0.0004459357452429,1.9368520901949704,5.5400197046266255,6.0138904994501665,0.473870794823541
02-10-2025 15:49,0x156125a20eb9e4a4cd7f17021c5908929ee1226f9e4f7b1f57b9ac2b9d008fb6,23491098,0.0008102311207879,3.5762965777240474,1.3478869630019494,5.403902008871416,4.056015045869467
02-10-2025 16:54,0x8bb1203604a28270c0a151929447551bce1c989c8e9746e10b364b1899e7f1e4,23491422,0.001025764461366,4.551599308037263,5.125369080081359,5.194685970108209,0.0693168900268492
02-10-2025 22:32,0x00be9d8fa50c6c44b8e6de3966e3285c8085cfcd5ba25c0f01a7dcf71363bab6,23493098,0.0007436998714114,3.327113790031952,6.073956679646589,6.433639259926142,0.3596825802795536
02-10-2025 22:36,0x6d3b885f0fa4ebfe295e953c1b4718650abf9736a9d0ff86e459c4c7da30f98f,23493117,0.0006531540251615,2.922035955183901,5.912021513654624,6.415936330436541,0.5039148167819167
02-10-2025 23:27,0xaed4d7832cc9ed9af3dd999bfe9d37250bb2a2d67caf1450d73594bec1a2fc0c,23493370,0.0006185807557661,2.7625628776820963,6.419283391763395,8.99057500042344,2.5712916086600455
03-10-2025 00:14,0xf060bc6290e242820dda78a24ee38c337a42620ae116b056850a577c5db23286,23493606,0.0006688648861608,3.0008572872544925,7.411701251060042,7.694320241013136,0.282618989953094
03-10-2025 00:22,0x4e6ba4169895d4917ab9aa57f2b5e548e9ba581a763a1e3fde75c52cb7e91d50,23493645,0.0007431278923534,3.3340377066743137,7.274304056670848,7.697525633376568,0.4232215767057194
03-10-2025 06:30,0x2a2ee06f09b9d44a3ed34ae7b7e0b1ade3cde875fbbd24a64307b009754ad15f,23495474,0.0005729576158225,2.563080403839499,8.816451178287139,9.121307731779943,0.3048565534928062
03-10-2025 06:42,0x727076d8eecdb660c997f3e18b68fc1ebf2a28367b8ea08c31ce0537e8bcb5b7,23495532,0.0006265245400516,2.8027077863784595,8.15283083509673,8.261650327775001,0.1088194926782719
03-10-2025 06:42,0x35527b6b8aef22a65bbd081cefc598b1976ce38b96f9b023395c75660038838d,23495534,0.0004640506631326,2.075893797757379,8.261670596263157,8.79502002276748,0.5333494265043228
03-10-2025 08:03,0xb67e8b3038fbd759e5565c6ec6858acfaa492862e9b7ff22c6247e9b5b2977fb,23495938,0.0004976360172474,2.221501222532388,10.516108193005072,10.686359987965014,0.1702517949599418
03-10-2025 08:21,0xa20fc938df9cd35352039d8e79abd9d97aa8d67ec3a6d37aaa994b5b36e74d68,23496025,0.0005645955967579,2.507301213936083,10.080789671023236,10.262906010228347,0.1821163392051143
03-10-2025 08:32,0x86c5c72c33059f974e2f89ecc3bea7fe7a58a330475e5d39b9987e6d610b6275,23496081,0.0006446718149026,2.862910078253213,9.629512328852572,9.754499537849236,0.1249872089966626
03-10-2025 08:50,0x192b36fdb5eb6ae0eefd3ff2b39c9a9ac53a8d2eb27ba81711bb063d35dab3a9,23496169,0.0003901424748661,1.732575858644766,8.71472155067571,9.750282574314827,1.0355610236391186
03-10-2025 09:02,0x33ca1a24733917e64d6ae6a9e2eabcbfd0fa5edb772333baee0819bca6b11dda,23496232,0.0005352956478674,2.3891640285429325,8.838968612405504,8.998491474127414,0.1595228617219106
03-10-2025 09:43,0x207f4678e243840537b64f6ee4159bfec495e7082352bd98502dd9ec81810213,23496436,0.0005207048514182,2.3240415001551553,8.161146130451193,8.333051974334955,0.1719058438837617
03-10-2025 11:23,0x90d8b83203c0b10e24f3aefd731ac7e147d0648adb252879b6f6143f810bc9c2,23496930,0.0003685528784426,1.6558624607875367,8.554734718993165,8.759444550975186,0.2047098319820204
03-10-2025 12:01,0x9fb076125de17884d9e48b8b3351b9511f5249cc9db4a0b3e56790c5dd3d1543,23497118,0.0004027155396096,1.8047747561164795,4.841754486969168,9.170046748342104,4.328292261372936
03-10-2025 12:02,0xe8c0be47923bdb5e2bd7eb23eeeb1f5542a2c47ab737f465505655f3ba211b8a,23497123,0.0005569279995444,2.495879834998786,5.029930152295542,6.555561406356068,1.525631254060526
03-10-2025 13:35,0x92e681155379cb4ab69e3ef5aa1dab89d4c0c07b9838cba2ab4b32fcb7248f60,23497585,0.0006285957087448,2.8206409502367897,5.555601106129344,5.662763849171073,0.1071627430417292
