date,total_assets,share_price,fee_amount,apy,yield_earned,asset_symbol,vault_address,markets,deposits,withdraws
2025-10-20,1527755.828517,1.006408323821789,0.0,0.056714565177052,230.88140704901664,USDC,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC-Morpho,11470.078761,0.0
2025-10-21,1527958.702108,1.0065419666898805,0.0,0.0496594977049585,202.8735910000105,USDC,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC-Morpho,39831.487334,0.0
2025-10-22,3425381.41133,1.006665087078407,0.0,0.0456556794807105,418.942005269547,USDC,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC-Morpho,1857391.315979,0.0
2025-10-23,3425816.05499,1.0067928219333913,0.0,0.0474007234003179,434.64366000038285,USDC,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC-Morpho,1500000.0,0.0
2025-10-24,4926384.031403,1.0069124087037935,0.0,0.0443055259359582,585.0860025005795,USDC,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC-Morpho,0.0,0.0
2025-10-25,4927008.752578,1.0070400965777144,0.0,0.0473709747991319,624.7211750002755,USDC,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC-Morpho,0.0,0.0
2025-10-26,4927623.014251,1.0071656466153875,0.0,0.0465536889516451,614.2616730000697,USDC,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC-Morpho,0.0,0.0
2025-10-27,4928256.236639,1.0072950720673786,0.0,0.0480184363421625,633.2223880001164,USDC,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC-Morpho,0.0,0.0
2025-10-28,4928919.309364,1.0074305986829286,0.0,0.0503313206533647,663.0727250002927,USDC,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC-Morpho,0.0,0.0
2025-10-29,4929589.253348,1.007567529727347,0.0,0.0508588887343886,669.9439840002178,USDC,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC-Morpho,23723.272937,0.0
2025-10-30,4953990.451147,1.0077055444771417,0.0,0.0512643742849776,678.495574770915,USDC,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC-Morpho,0.0,0.0
2025-10-31,4954593.750855,1.0078282634179083,0.0,0.04544977166874951,603.299707999474,USDC,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC-Morpho,0.0,0.0
