date,vault_name,vault_address,underlying_token,daily_apy_pct
2025-09-02,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,3.77483445055035
2025-09-03,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,3.988156184044696
2025-09-04,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,4.010237717199943
2025-09-05,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,4.6721961852245535
2025-09-06,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,6.005192074375005
2025-09-07,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,5.1241227825197795
2025-09-08,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,4.584658092836491
2025-09-09,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,5.8921447000410225
2025-09-10,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,3.653258852427868
2025-09-11,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,3.7958901901544455
2025-09-12,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,3.837723244586156
2025-09-13,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,4.828121073621324
2025-09-14,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,4.6969285918241175
2025-09-15,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,4.634571211011977
2025-09-16,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,4.041957341014667
2025-09-17,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,4.938071329024588
2025-09-18,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,4.375909103659276
2025-09-19,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,5.954571339582283
2025-09-20,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,6.076962531486136
2025-09-21,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,5.75655989893441
2025-09-22,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,5.485106195085923
2025-09-23,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,5.174304659708205
2025-09-24,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,6.625758420105406
2025-09-25,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,4.2709429588118075
2025-09-26,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,4.081624829433314
2025-09-27,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,4.239273544943809
2025-09-28,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,4.193850280260971
2025-09-29,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,3.579494797421088
2025-09-30,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,2.7294036187492794
2025-10-01,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,3.9663616331134377
2025-10-02,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,4.344475917830137
2025-10-03,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,6.7395931476975175
2025-10-04,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,6.809685706167462
2025-10-05,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,5.701284443965897
2025-10-06,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,5.520532630644971
2025-10-07,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,5.451073149155056
2025-10-08,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,5.67368805569197
2025-10-09,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,4.697468622627431
2025-10-10,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,5.135338439397908
2025-10-11,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,5.455927684097206
2025-10-12,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,4.635080947029636
2025-10-13,Steakhouse USDC,0xBEEF01735c132Ada46AA9aA4c54623cAA92A64CB,USDC,3.9388463536832075
2025-09-16,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,0.0
2025-09-17,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,8.202197140340088
2025-09-18,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,9.311334903498397
2025-09-19,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,10.109263262179176
2025-09-20,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,8.71014924066192
2025-09-21,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,8.906410632814332
2025-09-22,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,7.602173813812982
